Time (secs),A/C Tail Number,A/C Type,City Pair - To,City Pair - From,Flight Number,Date - Day,Date - Month,UTC - Hour,UTC - Minute,UTC - Second,Air / Gnd,Ground Speed,Computed Airspeed,Mach (derived),Pitch Angle,Roll Angle,Altitude (1013.25mB),Selected Baro Setting Capt,Present Pos - Latitude,Present Pos - Longitude,Magnetic Heading,True Heading,Fuel Flow Eng 1,Fuel Flow Eng 2,Actual Gross Weight,Total Air Temp,Drift Angle,Wind Direction True,Wind Speed,EGT Eng 1,EGT Eng 2,_EPR Actual Eng 1,_EPR Actual Eng 2,N1 Actual Eng 1,N1 Actual Eng 2,N2 Actual Eng 1,N2 Actual Eng 2,Throttle Angle Eng 1,Throttle Angle Eng 2,Pack 1 Flow Ctl Valve,Pack 2 Flow Ctl Valve,Gear (left),Land Gear Squat Switch - Nose,Flap Handle (derived),Flap Angle,Reverser Deployed Eng 1,Reverser Deployed Eng 2,Left Spoiler 1 Out,Right Spoiler 1 Out,Spoiler Pos LH 2,Spoiler Pos LH 4,Spoiler Pos LH 5,Spoiler Pos RH 2,Spoiler Pos RH 3,Spoiler Pos RH 5,Speed Brake Command
5060.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060.500,,,,,,,,,,,,,,,D 0.35,L 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5060.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061.000,.OH-LVH,,EFHK,,,,6,,,,G - Gnd (7),26,30.6,,D 0.35,L 0.4,280,1009,,,40.4,47.4,285,0,,19.8,,,,533,399,0.000,0.000,25.5,1.1,68.6,0.0,-2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5061.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061.500,,,,,,,,,,,,,,,D 0.35,L 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5061.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062.000,,,,,,,,,,,G - Gnd (7),26,30.6,,D 0.35, 0.0,280,,,E024 57.99,40.1,47.2,259,0,0,,0.00,,,524,398,0.000,0.000,23.9,1.1,66.5,0.0,-2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5062.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062.500,,,,,,,,,,,,,,, 0.00, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5062.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063.000,,,,,,,,,31,26,G - Gnd (7),26,31.8,,D 0.35, 0.0,280,,,,40.4,47.5,241,0,,19.8,,,,514,398,0.000,0.000,22.4,1.1,64.3,0.0,-2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5063.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063.500,,,,,,,,,,,,,,,D 0.35, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5063.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064.000,,A319 (5),,ESGG,FIN6VD  ,16,,12,,,G - Gnd (7),26,30.1,0.05,D 0.35, 0.0,280,,N60 04.54,,40.8,47.8,223,0,,,,0.0,0,512,398,0.000,0.000,21.0,1.1,62.3,0.0,-2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,NOTCMD (0)
5064.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064.500,,,,,,,,,,,,,,,D 0.35, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5064.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065.000,.OH-LVH,,EFHK,,,,6,,,,G - Gnd (7),26,30.6,,D 0.35, 0.0,280,1009,,,40.8,47.8,232,0,,19.8,,,,511,397,0.000,0.000,19.8,1.1,60.6,0.0,-2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5065.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065.500,,,,,,,,,,,,,,,D 0.35, 0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5065.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066.000,,,,,,,,,,,G - Gnd (7),26,30.6,,D 0.35, 0.0,280,,,E024 58.03,40.8,47.6,288,0,0,,0.00,,,515,398,0.000,0.000,19.0,1.1,59.6,0.0,-2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5066.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066.500,,,,,,,,,,,,,,,D 0.35,R 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5066.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067.000,,,,,,,,,31,30,G - Gnd (7),26,31.8,,D 0.35,R 0.4,280,,,,40.8,47.6,354,0,,19.8,,,,526,397,0.000,0.000,18.6,1.1,59.3,0.0,-2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5067.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067.500,,,,,,,,,,,,,,,D 0.35,R 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5067.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068.000,,A319 (5),,ESGG,FIN6VD  ,16,,12,,,G - Gnd (7),26,30.1,0.05,D 0.35,R 0.7,280,,N60 04.56,,40.4,47.5,395,0,,,,0.0,0,539,397,0.000,0.000,18.6,1.1,59.3,0.0,-2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,NOTCMD (0)
5068.250,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068.500,,,,,,,,,,,,,,,D 0.35,R 0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5068.750,,,,,,,,,,,,,,,D 0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069.000,.OH-LVH,,EFHK,,,,6,,,,G - Gnd (7),26,30.6,,D 0.35,R 0.7,280,1009,,,40.4,47.4,428,0,,19.8,,,,553,397,0.000,0.000,18.8,1.1,59.5,0.0,-2.8,-2.8,,,Gear down - ground (3),Gnd (1),,,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5069.250,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069.500,,,,,,,,,,,,,,, 0.00,R 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5069.750,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070.000,,,,,,,,,,,G - Gnd (7),25,30.6,, 0.00,R 0.4,280,,,E024 58.07,40.4,47.5,444,0,0,,0.00,,,566,396,0.000,0.000,19.0,1.1,59.8,0.0,-2.8,-2.8,N/CLSD (1),F/CLSD (0),Gear down - ground (3),Gnd (1),0.0,0.0,Normal (0),Normal (0),Not Out (0),Not Out (0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
5070.250,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070.500,,,,,,,,,,,,,,, 0.00,R 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Out (0),Not Out (0),,,,,,,
5070.750,,,,,,,,,,,,,,, 0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
